year,revenue,operating_income,net_income,total_assets,total_equity,total_debt,operating_cash_flow,capex,eps
2002,20152000000,1324000000,798000000,32705000000,5472000000,11774000000,-3962000000,-1773000000,1.16
2003,22807000000,1670000000,1099000000,36711000000,6078000000,14546000000,-5611000000,-1765000000,1.59
2004,30306000000,2684000000,2035000000,43095000000,7467000000,15837000000,-3991000000,-2114000000,3.97
2005,36339000000,3784000000,2854000000,47553000000,8432000000,15677000000,3113000000,-2415000000,4.21
2006,41517000000,4921000000,3537000000,51449000000,6859000000,17680000000,5799000000,-2675000000,5.37
2007,44958000000,4921000000,3541000000,56132000000,8996000000,17829000000,7955000000,-3040000000,5.55
2008,51324000000,4448000000,3557000000,67782000000,6714000000,22834000000,4672000000,-3886000000,5.83
2009,32396000000,577000000,895000000,60038000000,9300000000,21847000000,6499000000,-2472000000,1.45
2010,42588000000,3963000000,2700000000,64020000000,10864000000,20356000000,5009000000,-2586000000,4.28
2011,60138000000,7153000000,4928000000,81218000000,12929000000,24898000000,6957000000,-3924000000,7.64
2012,65875000000,8573000000,5681000000,88970000000,17582000000,27679000000,5184000000,-5076000000,8.71
2013,55656000000,5628000000,3789000000,84896000000,20878000000,26622000000,10191000000,-4446000000,5.87
2014,55184000000,3314000000,2452000000,84681000000,16826000000,27699000000,8057000000,-3379000000,5.99
