year,revenue,operating_income,net_income,total_assets,total_equity,total_debt,operating_cash_flow,capex,eps
2002,5756000000,1372000000,902000000,77740000000,6684000000,5440000000,3157000000,-208000000,1.25
2003,6336000000,1762000000,1157000000,92397000000,8428000000,6121000000,3812000000,-129000000,1.54
2004,6216000000,1840000000,1440000000,94529000000,9290000000,6121000000,3347000000,-262000000,1.87
2005,7367000000,1978000000,1571000000,102118000000,9876000000,8721000000,-1112000000,-131000000,2.05
2006,9062000000,2170000000,2847000000,103206000000,11429000000,10174000000,3283000000,-221000000,3.99
2007,14397000000,3215000000,2039000000,197656000000,29403000000,18713000000,3970000000,-313000000,2.19
2008,15721000000,1946000000,1419000000,237512000000,28089000000,16620000000,2914000000,-303000000,1.21
2009,7823000000,-2208000000,-1084000000,212224000000,29003000000,17711000000,3781000000,-318000000,-1.16
2010,14006000000,3694000000,2518000000,247259000000,33157000000,19375000000,4050000000,-230000000,2.06
2011,14820000000,3617000000,2516000000,325266000000,34201000000,22107000000,2211000000,-642000000,2.03
2012,14723000000,3357000000,2437000000,358990000000,37442000000,19910000000,1629000000,-652000000,2.03
2013,14929000000,3777000000,2104000000,374516000000,38510000000,20527000000,-642000000,-609000000,1.74
2014,14782000000,3563000000,2567000000,385303000000,38703000000,21050000000,4484000000,-791000000,2.17
