year,revenue,operating_income,net_income,total_assets,total_equity,total_debt,operating_cash_flow,capex,eps
2002,31272000000,4096000000,3182000000,26357000000,12455000000,3495000000,5627000000,-1658000000,2.84
2003,33485000000,4445000000,2898000000,29734000000,14852000000,3149000000,4646000000,-1947000000,2.57
2004,36582000000,5143000000,3333000000,33026000000,16384000000,3261000000,5331000000,-2127000000,2.95
2005,42581000000,6191000000,3870000000,34947000000,16884000000,3159000000,5793000000,-2187000000,3.48
2006,47547000000,6649000000,4202000000,33210000000,15482000000,3133000000,5589000000,-3085000000,3.87
2007,49692000000,873000000,382000000,39042000000,12183000000,7506000000,1123000000,-2820000000,0.36
2008,51486000000,5953000000,3003000000,31879000000,6780000000,7797000000,8426000000,-2636000000,2.96
2009,45119000000,3862000000,2152000000,31883000000,7696000000,8668000000,5285000000,-1602000000,2.16
2010,49449000000,5742000000,3488000000,33597000000,8047000000,10491000000,3835000000,-1389000000,3.51
2011,53206000000,6138000000,3804000000,34701000000,7108000000,11095000000,7073000000,-2005000000,3.88
2012,54064000000,1251000000,807000000,38863000000,4733000000,11089000000,7216000000,-2153000000,0.84
2013,55491000000,7026000000,4372000000,36212000000,6488000000,10824000000,7304000000,-2065000000,4.65
2014,58256000000,6068000000,3032000000,35440000000,2158000000,9856000000,5726000000,-2328000000,3.31
