year,revenue,operating_income,net_income,total_assets,total_equity,total_debt,operating_cash_flow,capex,eps
2011,0,-115477000,-117650000,,,,-99541000,-42565000,-0.52
2012,65929000,-97844000,-102486000,205558000,-213908000,0,-103642000,-18962000,-0.45
2013,188313000,-58608000,-39790000,606934000,236671000,0,-9369000,-12044000,-0.17
2014,334172000,-22103000,-65325000,677781000,564336000,0,-24679000,-14743000,-0.34
