year,revenue,operating_income,net_income,total_assets,total_equity,total_debt,operating_cash_flow,capex,eps
1994,35854000000,3149000000,1693000000,34407000000,14596000000,3955000000,2896000000,-3405000000,1.3
1995,37082000000,2190000000,930000000,34330000000,14355000000,4133000000,4075000000,-3529000000,0.72
1996,43893000000,5104000000,2607000000,34854000000,15623000000,3650000000,5797000000,-3424000000,2
1997,41950000000,5814000000,3256000000,35473000000,17472000000,4139000000,4583000000,-3899000000,2.49
1998,30557000000,2239000000,1339000000,36540000000,17034000000,4128000000,3731000000,-3880000000,1.02
1999,85713000000,13044000000,3247000000,75380000000,30524000000,12787000000,7771000000,-7895000000,1.58
2000,119130000000,21871000000,7727000000,77621000000,34115000000,12494000000,13467000000,-7629000000,3.99
2001,106245000000,17354000000,3288000000,77572000000,34241000000,8704000000,11457000000,-9713000000,1.55
2002,98537000000,14100000000,1132000000,77359000000,31907000000,10666000000,9941000000,-7597000000,0.53
2003,121277000000,20325000000,7230000000,81470000000,36563000000,10651000000,12315000000,-5625000000,3.48
2004,155300000000,29010000000,13328000000,93208000000,45402000000,10217000000,14690000000,-6310000000,6.3
2005,198200000000,34494000000,14099000000,125833000000,62876000000,11807000000,20105000000,-8701000000,6.58
2006,210118000000,32497000000,17138000000,132628000000,69144000000,7405000000,24323000000,-13813000000,7.84
