year,revenue,operating_income,net_income,total_assets,total_equity,total_debt,operating_cash_flow,capex,eps
1994,28472400000,3201200000,1752000000,24792000000,6856100000,8840500000,3716000000,-2253200000,1.09
1995,19067000000,2672000000,1606000000,25432000000,7313000000,8509000000,3742000000,-2104000000,1
1996,20337000000,2616000000,1149000000,22160000000,6623000000,8174000000,3797000000,-1630000000,0.73
1997,20917000000,2952000000,2142000000,20101000000,6936000000,4946000000,9655000000,-1506000000,1.4
1998,22348000000,2872000000,1993000000,22660000000,6401000000,4028000000,3211000000,-5942000000,1.35
1999,25093000000,3483000000,2505000000,17551000000,6881000000,2812000000,3027000000,-1548000000,1.4
2000,25479000000,3818000000,2543000000,20757000000,7604000000,3009000000,4440000000,-1352000000,1.45
2001,23512000000,3636000000,2400000000,21695000000,8648000000,2651000000,4201000000,-1324000000,1.35
2002,25112000000,4295000000,3000000000,23474000000,9298000000,2187000000,4627000000,-1437000000,1.69
2003,26971000000,4781000000,3568000000,25327000000,11896000000,1702000000,4328000000,-1345000000,2.07
2004,29261000000,5259000000,4212000000,27987000000,13572000000,2397000000,5054000000,-1387000000,2.47
2005,32562000000,5922000000,4078000000,31727000000,14320000000,2313000000,5852000000,-1736000000,2.43
2006,35137000000,6502000000,5642000000,29930000000,15447000000,2550000000,6084000000,-2068000000,3.42
