year,revenue,operating_income,net_income,total_assets,total_equity,total_debt,operating_cash_flow,capex,eps
1994,11984000000,3221000000,1842000000,12910000000,5704000000,644000000,2301000000,-573000000,0.9
1995,13767000000,3615000000,1812000000,13929000000,5822000000,635000000,2499000000,-513000000,0.9
1996,15065000000,3953000000,2850000000,14685000000,6570000000,966000000,2641000000,-601000000,1.42
1997,16701000000,4438000000,3205000000,14977000000,7219000000,1279000000,2476000000,-767000000,1.61
1998,18284000000,4456000000,3141000000,16272000000,7576000000,1364000000,3782000000,-788000000,1.58
1999,20222000000,5239000000,4167000000,17114000000,8645000000,1342000000,4224000000,-709000000,2.1
2000,18216000000,5986000000,4711000000,17578000000,9180000000,1336000000,4652000000,-589000000,2.4
2001,19423000000,5158000000,4834000000,27812000000,9075000000,6237000000,5402000000,-1023000000,2.7
2002,18119000000,4101000000,2137000000,25022000000,8756000000,6261000000,945000000,-1182000000,1.03
2003,20894000000,4933000000,3106000000,27448000000,9786000000,8522000000,3512000000,-990000000,1.6
2004,19380000000,4699000000,2388000000,30435000000,10202000000,8463000000,3176000000,-809000000,1.23
2005,19207000000,4125000000,3000000000,28138000000,11208000000,8364000000,1836000000,-768000000,1.54
2006,17914000000,2642000000,1585000000,25575000000,9991000000,7248000000,2083000000,-793000000,0.81
