year,revenue,operating_income,net_income,total_assets,total_equity,total_debt,operating_cash_flow,capex,eps
2013,24866000000,7230000000,6853000000,45516000000,36087000000,0,8778000000,-1048000000,3.99
2014,26487000000,7550000000,7967000000,48574000000,39166000000,0,8887000000,-1185000000,4.73
2015,25281000000,5776000000,5271000000,50796000000,31414000000,9969000000,5506000000,-994000000,3.26
2016,23554000000,6495000000,5705000000,52359000000,31768000000,10008000000,7400000000,-539000000,3.84
2017,22291000000,2581000000,2466000000,65486000000,30746000000,19398000000,4693000000,-690000000,1.66
2018,22732000000,621000000,-4964000000,32686000000,928000000,15365000000,3895000000,-784000000,-3.32
2019,24273000000,7667000000,4386000000,32957000000,4909000000,13437000000,7286000000,-887000000,3.62
2020,23531000000,6255000000,5198000000,35594000000,6077000000,15226000000,5814000000,-1407000000,4.58
2021,33566000000,9789000000,9043000000,41240000000,9950000000,13701000000,10536000000,-1888000000,8
2022,44200000000,15860000000,12936000000,49014000000,18013000000,13537000000,9096000000,-2262000000,11.52
2023,35820000000,7788000000,7232000000,51040000000,21581000000,14484000000,11299000000,-1450000000,6.47
2024,38962000000,10071000000,10142000000,55154000000,26274000000,13270000000,12202000000,-1041000000,9.09
