year,revenue,operating_income,net_income,total_assets,total_equity,total_debt,operating_cash_flow,capex,eps
2013,128752000000,30479000000,18418000000,277787000000,91482000000,69290000000,34796000000,-20944000000,3.42
2014,132447000000,13866000000,6442000000,296834000000,90270000000,75778000000,31338000000,-21199000000,1.24
2015,146801000000,26706000000,13345000000,402672000000,123640000000,118515000000,35880000000,-19218000000,2.37
2016,163786000000,25874000000,12976000000,403821000000,124110000000,113681000000,39344000000,-21516000000,2.1
2017,160546000000,23507000000,29450000000,444097000000,142007000000,125972000000,38010000000,-20647000000,4.77
2018,170756000000,27289000000,19370000000,531864000000,193884000000,166250000000,43602000000,-20758000000,2.86
2019,181193000000,30377000000,13903000000,551669000000,201934000000,149437000000,48668000000,-19435000000,1.9
2020,171760000000,25717000000,-5176000000,525761000000,179240000000,153775000000,43130000000,-15675000000,-0.75
2021,134038000000,25897000000,20081000000,551622000000,183855000000,151011000000,41957000000,-16527000000,2.77
2022,120741000000,-4587000000,-8524000000,402853000000,106457000000,128423000000,32023000000,-19626000000,-1.22
2023,122428000000,24768000000,14400000000,407060000000,119415000000,127854000000,38314000000,-17853000000,1.97
2024,122336000000,24261000000,10948000000,394795000000,120225000000,118443000000,38771000000,-20263000000,1.49
