year,revenue,operating_income,net_income,total_assets,total_equity,total_debt,operating_cash_flow,capex,eps
2013,3050195000,-110710000,-270445000,5528956000,2371245000,0,736897000,-179707000,-0.48
2014,4071003000,-286074000,-232175000,9152930000,3065215000,1301930000,875469000,-299110000,-0.39
2015,5373586000,-145633000,-262688000,10665127000,3975183000,1370692000,1173714000,-416889000,-0.42
2016,6667216000,114923000,-47426000,12762920000,5002869000,1286095000,1672081000,-709852000,-0.07
2017,8391984000,218000000,323000000,17584923000,7500127000,2008391000,2162198000,-463958000,0.26
2018,10480012000,454000000,360000000,21984000000,10376000000,695000000,2737965000,-534027000,0.18
2019,13282000000,535000000,1110000000,30737000000,15605000000,3173000000,3398000000,-595000000,1.48
2020,17098000000,297000000,126000000,55126000000,33885000000,2673000000,4331000000,-643000000,0.15
2021,21252000000,455000000,4072000000,66301000000,41493000000,2673000000,4801000000,-710000000,4.48
2022,26492000000,548000000,1444000000,95209000000,58131000000,10592000000,6000000000,-717000000,1.51
2023,31352000000,1030000000,208000000,98849000000,58359000000,9419000000,7111000000,-798000000,0.21
2024,34857000000,5011000000,4136000000,99823000000,59646000000,8427000000,10234000000,-736000000,4.25
