year,revenue,operating_income,net_income,total_assets,total_equity,total_debt,operating_cash_flow,capex,eps
2013,5245326000,1047948000,1015490000,11950230586,7184865275,1110757114,1054172906,-210803980,2.36
2014,5856277000,1282235000,1196640000,11406348225,7021599786,1074725104,1050372767,-367075057,2.8
2015,6287400000,1565100000,1387200000,13254866478,8363488194,1122073923,2061513352,-378365122,3.28
2016,6875100000,1758500000,1557800000,17293217159,9870283359,3087370906,1756023770,-333450414,3.65
2017,8962700000,2439700000,2066700000,18660523833,11055823554,3077890227,1752250373,-326589477,4.63
2018,10944000000,2965300000,2591600000,20153608195,11650658889,3029011178,3173708482,-592869027,6.3
2019,11820000000,2790800000,2592300000,22373041920,12449438720,3063668041,3229871896,-755713525,6.07
2020,13978500000,4051500000,3553700000,27233405084,13848113676,4648896874,4306132759,-895172384,7.91
2021,18611000000,6750100000,5883200000,30320632254,10170665986,4084775197,11306311517,-938943623,14.97
2022,21173400000,6500700000,5624200000,36001408397,8738229030,3485254966,8288539043,-1251855747,13.81
2023,27558500000,9042300000,7839000000,40109093837,13503436749,4649071340,5347640817,-2117679123,19.56
2024,28262900000,9022600000,7571600000,48588742000,18476474000,3677235000,11664087049,-2159373893,19.25
