year,revenue,operating_income,net_income,total_assets,total_equity,total_debt,operating_cash_flow,capex,eps
2017,52745000,-90556000,-91340000,91371000,-28725000,4875000,-51998000,-12647000,-0.53
2018,118752000,-131440000,-135490000,217703000,-18458000,15971000,-58766000,-29755000,-0.79
2019,249824000,-136864000,-140077000,433219000,70119000,0,-22968000,-42645000,-0.82
2020,481413000,-146065000,-141779000,1404906000,742607000,0,99943000,-87487000,-0.67
2021,874438000,-92529000,-92629000,2732533000,871874000,738029000,356566000,-63843000,-0.43
2022,1451594000,-142548000,-234802000,3618381000,1037643000,739517000,574784000,-133689000,-1.02
2023,2241236000,-190112000,-183245000,5026540000,1487434000,741005000,941007000,-266437000,-0.78
2024,3055555000,-1995000,89327000,6646520000,2337089000,742494000,1166207000,-237112000,0.37
