year,revenue,operating_income,net_income,total_assets,total_equity,total_debt,operating_cash_flow,capex,eps
2013,25313000000,3238000000,2472000000,17545000000,11081000000,1210000000,3027000000,-636000000,1.38
2014,27799000000,3680000000,2693000000,18594000000,10824000000,1199000000,3003000000,-880000000,1.52
2015,30601000000,4175000000,3273000000,21597000000,12707000000,1079000000,4680000000,-963000000,1.9
2016,32376000000,4502000000,3760000000,21379000000,12258000000,1993000000,3096000000,-1143000000,2.21
2017,34350000000,4749000000,4240000000,23259000000,12407000000,3471000000,3640000000,-1105000000,2.56
2018,36397000000,4445000000,1933000000,22536000000,9812000000,3468000000,4955000000,-1028000000,1.19
2019,39117000000,4772000000,4029000000,23717000000,9040000000,3464000000,5903000000,-1119000000,2.55
2020,37403000000,3115000000,2539000000,31342000000,8055000000,9406000000,2485000000,-1086000000,1.63
2021,44538000000,6937000000,5727000000,37740000000,12767000000,9413000000,6657000000,-695000000,3.64
2022,46710000000,6675000000,6046000000,40321000000,15281000000,8920000000,5188000000,-758000000,3.83
2023,51217000000,5915000000,5070000000,37531000000,14004000000,8927000000,5841000000,-969000000,3.27
2024,51362000000,6311000000,5700000000,38110000000,14430000000,7903000000,7429000000,-812000000,3.76
