year,revenue,operating_income,net_income,total_assets,total_equity,total_debt,operating_cash_flow,capex,eps
2013,7509000000,432000000,256000000,12043000000,7088000000,1946000000,623000000,-197000000,0.21
2014,9072000000,1520000000,1072000000,13174000000,7868000000,1947000000,1800000000,-241000000,0.88
2015,9659000000,1693000000,1377000000,15308000000,7613000000,3342000000,1163000000,-215000000,1.13
2016,10825000000,2152000000,1721000000,14571000000,7217000000,3125000000,2466000000,-253000000,1.56
2017,14698000000,3936000000,3519000000,19424000000,9349000000,5304000000,3609000000,-345000000,3.2
2018,16705000000,4491000000,3038000000,17645000000,6845000000,5309000000,3787000000,-622000000,3
2019,14608000000,3350000000,2706000000,19035000000,8214000000,4713000000,3247000000,-441000000,2.89
2020,17202000000,4365000000,3619000000,22353000000,10578000000,5448000000,3804000000,-422000000,3.95
2021,23063000000,6889000000,5888000000,25825000000,12247000000,5452000000,5442000000,-668000000,6.47
2022,25785000000,7788000000,6525000000,26726000000,12194000000,5457000000,5399000000,-787000000,7.49
2023,26517000000,7654000000,6856000000,30729000000,16349000000,5461000000,8700000000,-1106000000,8.16
2024,27176000000,7867000000,7177000000,34409000000,19001000000,5460000000,8677000000,-1190000000,8.68
