year,revenue,operating_income,net_income,total_assets,total_equity,total_debt,operating_cash_flow,capex,eps
2013,2013496000,-61283000,-74014000,2416930000,667120000,586119000,264804000,-264224000,-0.0413
2014,3198356000,-186689000,-294040000,5830667000,911710000,1876981000,-57337000,-969885000,-0.16
2015,4046025000,-716629000,-888663000,8067939000,1083704000,2068378000,-524499000,-1634850000,-0.46
2016,7000132000,-667340000,-674914000,22664076000,5905125000,6053860000,-123829000,-1440471000,-0.31
2017,11759000000,-1632000000,-1962000000,28655372000,5632322000,9418389000,-61000000,-4081354000,-0.79
2018,21461268000,-388000000,-976000000,29740000000,6313000000,8411000000,2098000000,-2319000000,-0.38
2019,24578000000,-69000000,-862000000,34309000000,8110000000,10402000000,2405000000,-1437000000,-0.33
2020,31536000000,1994000000,721000000,52148000000,23679000000,8513000000,5943000000,-3242000000,0.25
2021,53823000000,6523000000,5524000000,62131000000,31583000000,4254000000,11497000000,-8014000000,1.87
2022,81462000000,13656000000,12583000000,82338000000,45898000000,1029000000,14724000000,-7172000000,4.02
2023,96773000000,8891000000,14999000000,106618000000,63609000000,2682000000,13256000000,-8899000000,4.73
2024,97690000000,7076000000,7130000000,122070000000,73680000000,5535000000,14923000000,-11342000000,2.2302
