year,revenue,operating_income,net_income,total_assets,total_equity,total_debt,operating_cash_flow,capex,eps
2013,420836000000,40301000000,32580000000,346808000000,180495000000,6516000000,44914000000,-33669000000,7.37
2014,394105000000,34082000000,32520000000,349493000000,181064000000,11278000000,45116000000,-32952000000,7.59
2015,239854000000,12883000000,16150000000,336758000000,176810000000,18687000000,30344000000,-26490000000,3.85
2016,200628000000,2771000000,7840000000,330314000000,173830000000,27707000000,22082000000,-16163000000,1.88
2017,237162000000,13819000000,19710000000,348691000000,194500000000,23079000000,30066000000,-15402000000,4.63
2018,279332000000,22124000000,20840000000,346196000000,198528000000,19235000000,36014000000,-19574000000,4.92
2019,255583000000,12766000000,14340000000,362597000000,198938000000,24672000000,29716000000,-24361000000,3.36
2020,178574000000,-29448000000,-22440000000,332750000000,164130000000,45502000000,14668000000,-17282000000,-5.25
2021,276692000000,24019000000,23040000000,338923000000,175683000000,41566000000,48129000000,-12076000000,5.39
2022,398675000000,64028000000,55740000000,369067000000,202473000000,37260000000,76797000000,-18407000000,13.26
2023,334697000000,44461000000,36010000000,376317000000,212538000000,33645000000,55369000000,-21919000000,8.89
2024,339247000000,39652000000,33680000000,453475000000,270606000000,32804000000,55022000000,-24306000000,7.84
