Date,Value
2002-01-02,279.2
2002-01-03,278.5
2002-01-04,279.2
2002-01-07,278.9
2002-01-08,279.2
2002-01-09,283.7
2002-01-10,287.4
2002-01-11,287.7
2002-01-14,285.7
2002-01-15,284.7
2002-01-16,287.6
2002-01-17,284.7
2002-01-18,283.4
2002-01-22,281.8
2002-01-23,278.9
2002-01-24,278.4
2002-01-25,279.1
2002-01-28,278.5
2002-01-29,281.4
2002-01-30,282.9
2002-01-31,282.9
2002-02-01,286.8
2002-02-04,290.1
2002-02-05,299.1
2002-02-06,298.3
2002-02-07,300.6
2002-02-08,304.4
2002-02-11,300.8
2002-02-12,301.3
2002-02-13,300
2002-02-14,300.2
2002-02-15,298.9
2002-02-19,293.6
2002-02-20,292.6
2002-02-21,293.5
2002-02-22,293.5
2002-02-25,292.9
2002-02-26,298.2
2002-02-27,296.6
2002-02-28,297.1
2002-03-01,298.4
2002-03-04,297.1
2002-03-05,294.4
2002-03-06,293.9
2002-03-07,290.5
2002-03-08,290.3
2002-03-11,291.3
2002-03-12,293.8
2002-03-13,293.8
2002-03-14,291.2
2002-03-15,290.1
2002-03-18,292.5
2002-03-19,293
2002-03-20,292.4
2002-03-21,293.1
2002-03-22,297.6
2002-03-25,297.7
2002-03-26,296.8
2002-03-27,302.2
2002-03-28,303.7
2002-04-01,304.2
2002-04-02,307
2002-04-03,303.5
2002-04-04,302
2002-04-05,301
2002-04-08,301.3
2002-04-09,299.5
2002-04-10,302.5
2002-04-11,303
2002-04-12,302.9
2002-04-15,300.7
2002-04-16,299.5
2002-04-17,302.8
2002-04-18,305.2
2002-04-19,303
2002-04-22,303.6
2002-04-23,304.6
2002-04-24,304.8
2002-04-25,308.6
2002-04-26,312.1
2002-04-29,311.5
2002-04-30,309.2
2002-05-01,309.4
2002-05-02,308.6
2002-05-03,312.5
2002-05-06,311.5
2002-05-07,311.9
2002-05-08,308.5
2002-05-09,309.8
2002-05-10,311.3
2002-05-13,310.9
2002-05-14,307.6
2002-05-15,309
2002-05-16,310.1
2002-05-17,310.9
2002-05-20,316
2002-05-21,316.1
2002-05-22,318.3
2002-05-23,322.8
2002-05-24,320.7
2002-05-28,324.1
2002-05-29,325.5
2002-05-30,326.7
2002-05-31,327.5
2002-06-03,327.7
2002-06-04,328.8
2002-06-05,322.1
2002-06-06,325.8
2002-06-07,325.4
2002-06-10,319.5
2002-06-11,320.5
2002-06-12,321.1
2002-06-13,318.5
2002-06-14,319.8
2002-06-17,318.1
2002-06-18,319.7
